bench,llm,N,mse_NonCompDR,mse_RuleOPE,ruleope_pct_vs_noncomp,ci90_lo,ci90_hi,significant
nq,zephyr7b,150,0.012516738582800098,0.010215682718467269,22.959451410603513,17.384796548499317,29.237854728822498,True
nq,zephyr7b,300,0.011631008329037356,0.010392522220688332,12.198623078188264,7.551717558291826,17.109525569320482,True
nq,zephyr7b,600,0.011380436610865647,0.010155178795379942,11.613176131551795,7.3052826055774345,16.200607497100904,True
nq,zephyr7b,1200,0.010673399516545789,0.010393161184550208,1.9921013095280937,-0.7672827591681308,5.028418079165897,False
trivia,granite8b,150,0.022807654593800974,0.010865644487977682,194.97144779796764,144.9649548346952,257.52796284196563,True
trivia,granite8b,300,0.018024749217354547,0.008116089617717051,201.66700256099261,147.50776315328338,269.7237351536431,True
trivia,granite8b,600,0.016751169998177783,0.008009798747076101,152.93374953758604,116.22744703969215,196.5687244731023,True
trivia,granite8b,1200,0.014451058818699432,0.007204050796273377,128.27855573485874,100.26996592885192,161.21381035977814,True
trivia,internlm7b,150,0.02919212081598878,0.02097936685884354,71.51124887579954,47.93430556500227,100.5491942910747,True
trivia,internlm7b,300,0.0268554364745415,0.020045622507711157,53.01073109403826,34.88227606458931,75.49557639250983,True
trivia,internlm7b,600,0.0260677980326383,0.02192033506944937,24.430712111642894,16.094874132201276,33.913991934380206,True
trivia,internlm7b,1200,0.022583765773238805,0.019852287853989733,14.729243927116432,10.11585521123135,19.651339895303433,True
trivia,mistral,150,0.010965027101857365,0.005763661995543908,145.0008697397716,107.19352408585654,195.5824484102016,True
trivia,mistral,300,0.008945137271529844,0.004535806208331739,134.73956917487743,96.42723923436772,185.22283281096387,True
trivia,mistral,600,0.008130265849764264,0.004392028635042923,151.99987246153944,108.98571168414608,209.14707810932038,True
trivia,mistral,1200,0.0069703102063191635,0.003926273618351434,131.2487663894183,92.83189507502718,183.21630707569625,True
trivia,olmo7b,150,0.01105311328018201,0.007894768312159383,71.66390148097209,49.58911906563992,100.75695205139623,True
trivia,olmo7b,300,0.009634858467657045,0.006008914915490833,83.86617529115425,63.93049777120166,109.06363311006353,True
trivia,olmo7b,600,0.00819147455164183,0.004723483314868716,90.34974080999463,73.7882208137331,109.5968038934124,True
trivia,olmo7b,1200,0.007805277051201736,0.004977162159181081,59.34247793433008,53.41925150046802,65.99982596209881,True
trivia,phi35,150,0.02213182219557692,0.012015959903528677,138.9522289148461,105.02865347554228,180.13102992993777,True
trivia,phi35,300,0.02019118781363792,0.01169190475859937,110.56962866042497,83.4466475336139,142.44724301684616,True
trivia,phi35,600,0.019526924581707874,0.013016176335687349,64.94566921406832,47.3426251827916,85.81311545450372,True
trivia,phi35,1200,0.013947119191400499,0.011147066571498346,30.340869384558268,20.387848710064848,41.30467679233123,True
trivia,phi3mini,150,0.022225691836052466,0.0087666227265594,278.18085054984317,213.1271537958487,358.7329540740834,True
trivia,phi3mini,300,0.017473257281102942,0.005932416008952461,338.41484066701497,255.452574824162,442.49501282399075,True
trivia,phi3mini,600,0.0154108645531132,0.007850141954905987,153.33263979956087,116.21242222465926,201.38315823135576,True
trivia,phi3mini,1200,0.012341198983743619,0.006142497407749846,132.87031995398223,106.18596089369899,165.850806505506,True
trivia,qwen,150,0.02463909965515392,0.012966367034585284,140.34072512133838,103.81638867513429,183.7968603906632,True
trivia,qwen,300,0.021396662383929402,0.013918065256610865,90.94037864611732,64.44310965584945,125.53101235801063,True
trivia,qwen,600,0.020137684950515964,0.016075154203074146,46.14011812272623,29.012469606030432,66.79957495953191,True
trivia,qwen,1200,0.015565664449778189,0.014849207290974957,8.9498381198311,2.7976948920458655,15.735856892906774,True
trivia,qwen3b,150,0.022477743860730214,0.009537097385400156,234.16029242839548,178.38206854471048,301.8868793588388,True
trivia,qwen3b,300,0.016410264226790813,0.00594162506973945,277.3975637915817,208.3569132680929,365.5103179021447,True
trivia,qwen3b,600,0.012826353851335173,0.007516588029372848,137.05991066572128,94.53185482033251,190.00280783803078,True
trivia,qwen3b,1200,0.009888538657849996,0.006590598249724034,69.45308165646505,49.75215012246099,93.94792602265665,True
trivia,qwencoder7b,150,0.01836463938797763,0.010365863242666494,140.65493502384513,97.89621352194156,194.60712235135748,True
trivia,qwencoder7b,300,0.01670937459730812,0.01168706428703744,58.887356087137974,44.77567662673552,75.48877996636196,True
trivia,qwencoder7b,600,0.013539337737417724,0.008033280327376881,94.95160490358336,73.96006580948944,121.63983466638277,True
trivia,qwencoder7b,1200,0.012828449799057484,0.009076895437678851,54.139911489631196,42.72771960294752,67.15232072493625,True
trivia,smollm17b,150,0.017103010574485253,0.005565824434445992,330.9396693815839,244.15664556688247,444.8153939270047,True
trivia,smollm17b,300,0.014570276434505336,0.0048114354392053416,305.1124296174423,225.44701160293425,406.2025194960439,True
trivia,smollm17b,600,0.011125979891409378,0.004999046948158535,218.62674915292212,154.33120134942712,304.500342821305,True
trivia,smollm17b,1200,0.00828105121749923,0.0032706033761795666,247.74814691178562,182.4565267385124,332.5808621245828,True
trivia,yi15,150,0.02150757825272555,0.00856367325569815,232.92224479311713,178.99172963852848,299.4899830776129,True
trivia,yi15,300,0.016017155993125122,0.004473801377213463,412.71190867586193,314.1768172598338,534.1044164764824,True
trivia,yi15,600,0.012469656974905175,0.004430908093946531,319.32982048124785,238.24534857623593,424.99861897374115,True
trivia,yi15,1200,0.010126692226847917,0.0027811648504019928,399.6528673900435,314.8081624327629,505.956311837744,True
trivia,zephyr7b,150,0.012734288559366948,0.009293737241806644,45.91637782915336,33.44059606643841,59.57150444114507,True
trivia,zephyr7b,300,0.012431781202680646,0.009803714084088273,36.967179216707066,26.588081012107523,49.28914036122982,True
trivia,zephyr7b,600,0.010778468625147808,0.008948659487434382,23.908468929361405,17.77606420832154,30.684790186279365,True
trivia,zephyr7b,1200,0.011504143965678693,0.01113261502202552,4.114860640284279,1.431365209918889,6.959791165045237,True
